"member","variable","measure","h","logdens","crps","rmse"
"combo_equal","cpi_inflation","ye",3,-0.856612481204834,0.402909772637689,0.860615949511206
"combo_equal","cpi_inflation","ye",4,-1.17370521205535,0.552506449048666,1.18202094468957
"combo_equal","cpi_inflation","ye",5,-1.29089496967978,0.621951050283463,1.31314826611762
"combo_equal","cpi_inflation","ye",6,-1.41223732761752,0.684156141637141,1.41334865435722
"combo_equal","cpi_inflation","ye",7,-1.56312275408865,0.736192813939692,1.50372966804724
"combo_equal","cpi_inflation","ye",8,-1.69403144088274,0.787855903054516,1.57892053347159
"combo_equal","cpi_inflation","ye",9,-1.82308658093966,0.819602909990915,1.64369957053848
"combo_equal","gdp_growth","cum",10,-2.44867667046893,1.53157238081677,3.37689255887867
"combo_equal","gdp_growth","cum",11,-2.48336341852813,1.56749565821779,3.5148442065469
"combo_equal","gdp_growth","cum",12,-2.5046917589545,1.58899677473204,3.60329434163913
"combo_equal","gdp_growth","cum",2,-1.96060748325863,0.692875716772549,1.78308280237409
"combo_equal","gdp_growth","cum",3,-1.73188491188529,0.848221469614979,2.05609261560986
"combo_equal","gdp_growth","cum",4,-1.84466291228164,0.950311829983575,2.18149426330865
"combo_equal","gdp_growth","cum",5,-1.97101850512797,1.04600069822538,2.24106512735342
"combo_equal","gdp_growth","cum",6,-2.11689981251574,1.20607026701483,2.62775806012337
"combo_equal","gdp_growth","cum",7,-2.22864984608701,1.31077621620977,2.85462066771244
"combo_equal","gdp_growth","cum",8,-2.30429785143183,1.38295829678957,3.07972043808484
"combo_equal","gdp_growth","cum",9,-2.38534884197782,1.46883084055046,3.23546099181244
"combo_equal","gdp_growth","q",1,-4.61863999323813,0.469380201276814,1.27647113677592
"combo_equal","gdp_growth","q",10,-1.2383220080285,0.544104920997741,1.36895324942602
"combo_equal","gdp_growth","q",11,-1.21280375200078,0.552247875882162,1.38911169999412
"combo_equal","gdp_growth","q",12,-1.21245217323994,0.550203111381806,1.39016610230086
"combo_equal","gdp_growth","q",2,-3.00325764541483,0.48666746221291,1.30109402628278
"combo_equal","gdp_growth","q",3,-2.99315288907693,0.497840892127226,1.30771583707377
"combo_equal","gdp_growth","q",4,-1.98852209411327,0.504886622355302,1.29588398670901
"combo_equal","gdp_growth","q",5,-1.71394271858277,0.504110625062191,1.28388088170415
"combo_equal","gdp_growth","q",6,-1.27260639180355,0.521121760954931,1.34784536338742
"combo_equal","gdp_growth","q",7,-1.34358508702172,0.529823047364031,1.34451879160164
"combo_equal","gdp_growth","q",8,-1.3369355730538,0.534750741530754,1.3579188509686
"combo_equal","gdp_growth","q",9,-1.2389463230044,0.537381529532851,1.3596280331061
"combo_equal","gdp_growth","ye",1,-4.61863999323813,0.468475399703508,1.27647113677592
"combo_equal","gdp_growth","ye",10,-1.91547844723804,1.01170125210783,2.20681825952582
"combo_equal","gdp_growth","ye",11,-1.91289718970574,1.0103521142893,2.20545841993743
"combo_equal","gdp_growth","ye",12,-1.91010634598266,1.00285770267476,2.1795942023897
"combo_equal","gdp_growth","ye",2,-1.96060748325863,0.707233645217953,1.78308280237409
"combo_equal","gdp_growth","ye",3,-1.73188491188529,0.838214305357841,2.05609261560986
"combo_equal","gdp_growth","ye",4,-1.84466291228164,0.943960810231572,2.18149426330865
"combo_equal","gdp_growth","ye",5,-1.86266340664327,0.957553079980761,2.10591554897679
"combo_equal","gdp_growth","ye",6,-1.8384778837815,0.965359093972823,2.11540789517004
"combo_equal","gdp_growth","ye",7,-1.85817620089329,0.969242053313125,2.10803907072153
"combo_equal","gdp_growth","ye",8,-1.88329345348332,0.995778080815475,2.16281038439498
"combo_equal","gdp_growth","ye",9,-1.88727455634359,1.00310538985808,2.26204260436403
"combo_equal","unemp_rate","q",1,0.177532321834158,0.126231081509307,0.292440057983429
"combo_equal","unemp_rate","q",10,-1.47866151418389,0.58821353413989,1.06483548136951
"combo_equal","unemp_rate","q",11,-1.49474931409607,0.60392052749582,1.07790697346923
"combo_equal","unemp_rate","q",12,-1.50616613610933,0.608692555875163,1.08704219011828
"combo_equal","unemp_rate","q",2,-0.374143174587697,0.220002521994687,0.463324604991715
"combo_equal","unemp_rate","q",3,-0.727077884868884,0.310248803591571,0.61528590405831
"combo_equal","unemp_rate","q",4,-0.934543667131184,0.373995152287543,0.725211371383123
"combo_equal","unemp_rate","q",5,-1.07987793039072,0.423062374190445,0.822093271750622
"combo_equal","unemp_rate","q",6,-1.19742166951118,0.468574289469428,0.900319996611124
"combo_equal","unemp_rate","q",7,-1.30928165354575,0.524027879880543,0.98347984692118
"combo_equal","unemp_rate","q",8,-1.39292655921651,0.54972433938715,1.02454802676611
"combo_equal","unemp_rate","q",9,-1.44761074840908,0.57132634192643,1.04907635764324
"combo_logscore","cash_rate","q",1,0.29641552505656,0.105592189879474,0.227377977552497
"combo_logscore","cash_rate","q",10,-2.23688216115686,1.24221211604328,2.05587067543651
"combo_logscore","cash_rate","q",11,-2.33014041352399,1.32217291251799,2.17448067666845
"combo_logscore","cash_rate","q",12,-2.40967970866253,1.41937521949421,2.2770848807762
"combo_logscore","cash_rate","q",2,-0.3737608554519,0.20938730323941,0.418611749876848
"combo_logscore","cash_rate","q",3,-0.831283891372584,0.328607868136521,0.640769196630715
"combo_logscore","cash_rate","q",4,-1.20920013273982,0.473785744921816,0.889714041569753
"combo_logscore","cash_rate","q",5,-1.52801820359024,0.669836215536247,1.20807297035523
"combo_logscore","cash_rate","q",6,-1.70928712525652,0.790552016759753,1.40569794324322
"combo_logscore","cash_rate","q",7,-1.85702876063182,0.898386195776898,1.58168108533074
"combo_logscore","cash_rate","q",8,-1.97988382084681,1.01641864403966,1.73941005667006
"combo_logscore","cash_rate","q",9,-2.13057194094687,1.14244184251229,1.92003127130854
"combo_logscore","cpi_inflation","cum",10,-2.76780568950598,1.90365725917192,3.55670409864965
"combo_logscore","cpi_inflation","cum",11,-2.92730176042259,2.11443360494982,3.88844547766847
"combo_logscore","cpi_inflation","cum",12,-3.09530257478964,2.35745498807939,4.24355531187398
"combo_logscore","cpi_inflation","cum",2,-0.442958609854845,0.23899357170731,0.498319185193881
"combo_logscore","cpi_inflation","cum",3,-0.866418273794471,0.386161702553484,0.818582678160699
"combo_logscore","cpi_inflation","cum",4,-1.20733520719119,0.551946555646556,1.16815647148516
"combo_logscore","cpi_inflation","cum",5,-1.54875659709102,0.801979396863922,1.67680646027387
"combo_logscore","cpi_inflation","cum",6,-1.78211601890043,0.982428093097339,2.04485294635933
"combo_logscore","cpi_inflation","cum",7,-2.05325500121701,1.21019093100459,2.44198034860584
"combo_logscore","cpi_inflation","cum",8,-2.30618551768956,1.45769656475246,2.84401550953043
"combo_logscore","cpi_inflation","cum",9,-2.58164594280697,1.66954461836009,3.17826732300328
"combo_logscore","cpi_inflation","q",1,0.148427876879626,0.125654285495047,0.246965912384358
"combo_logscore","cpi_inflation","q",10,-0.809773964207963,0.259119771622304,0.488749363602066
"combo_logscore","cpi_inflation","q",11,-0.822679310817777,0.257910874108256,0.474974006740735
"combo_logscore","cpi_inflation","q",12,-0.867697013612786,0.261544326984604,0.471486035210028
"combo_logscore","cpi_inflation","q",2,0.00326946328696736,0.146878174182351,0.29863046603414
"combo_logscore","cpi_inflation","q",3,-0.133021888908603,0.171995621016849,0.357988862254317
"combo_logscore","cpi_inflation","q",4,-0.261598900519641,0.19501190535406,0.399219002854781
"combo_logscore","cpi_inflation","q",5,-0.384642559103045,0.217840768573236,0.434075248225379
"combo_logscore","cpi_inflation","q",6,-0.486872480046516,0.226553783873373,0.445242448643675
"combo_logscore","cpi_inflation","q",7,-0.638505898105492,0.243274317433377,0.47405607094884
"combo_logscore","cpi_inflation","q",8,-0.710119045076099,0.252986440868945,0.490030902906568
"combo_logscore","cpi_inflation","q",9,-0.764889345687444,0.255625347934121,0.489740585707181
"combo_logscore","cpi_inflation","ye",1,0.148427876879626,0.12515610274223,0.246965912384359
"combo_logscore","cpi_inflation","ye",10,-2.14440601437924,0.970089905776065,1.83716719741769
"combo_logscore","cpi_inflation","ye",11,-2.1782347885583,0.981429719224872,1.84460591727642
"combo_logscore","cpi_inflation","ye",12,-2.21480617323293,1.00086078981676,1.83491457062923
"combo_logscore","cpi_inflation","ye",2,-0.442958609854845,0.240315906233789,0.498319185193881
"combo_logscore","cpi_inflation","ye",3,-0.866418273794471,0.383827111425234,0.818582678160699
"combo_logscore","cpi_inflation","ye",4,-1.20733520719119,0.553661727499777,1.16815647148516
"combo_logscore","cpi_inflation","ye",5,-1.41900888093495,0.697214902908464,1.45942661067641
"combo_logscore","cpi_inflation","ye",6,-1.57284350108671,0.765139128274121,1.55928242760456
"combo_logscore","cpi_inflation","ye",7,-1.75517914402283,0.830802309295593,1.6575266445299
"combo_logscore","cpi_inflation","ye",8,-1.90506130775705,0.889938140353482,1.75079995770189
"combo_logscore","cpi_inflation","ye",9,-2.06343187764269,0.923139132606576,1.78504384306568
"combo_logscore","gdp_growth","cum",10,-2.47551507829775,1.50489297814201,2.97260345206534
"combo_logscore","gdp_growth","cum",11,-2.5110100026774,1.54601273616724,3.04057371145481
"combo_logscore","gdp_growth","cum",12,-2.50208221996937,1.5605732998151,3.05770761808305
"combo_logscore","gdp_growth","cum",2,-2.03441723794061,0.718524550287199,1.73301108931465
"combo_logscore","gdp_growth","cum",3,-1.79334351129293,0.855533707071906,1.9587904803123
"combo_logscore","gdp_growth","cum",4,-1.90913403234209,0.967538946502243,2.06529831880727
"combo_logscore","gdp_growth","cum",5,-2.04539365583752,1.04779939712935,2.14726793017318
"combo_logscore","gdp_growth","cum",6,-2.19039355583379,1.21284492531146,2.46702125403313
"combo_logscore","gdp_growth","cum",7,-2.29289767398131,1.3090032109022,2.64220689293897
"combo_logscore","gdp_growth","cum",8,-2.3677056094007,1.40333940291347,2.80574452909653
"combo_logscore","gdp_growth","cum",9,-2.43257618685806,1.44657778473258,2.90068991704614
"combo_logscore","gdp_growth","q",1,-4.68457792555319,0.479021295294308,1.26406929778438
"combo_logscore","gdp_growth","q",10,-1.33112925892304,0.542147951160966,1.36182421861508
"combo_logscore","gdp_growth","q",11,-1.29944944497474,0.546777236816418,1.37968918373398
"combo_logscore","gdp_growth","q",12,-1.31021838592337,0.549168531047209,1.38770759943927
"combo_logscore","gdp_growth","q",2,-3.0699500149073,0.49134178838917,1.27904395579578
"combo_logscore","gdp_growth","q",3,-3.0628433609747,0.502319452910399,1.29321577998855
"combo_logscore","gdp_growth","q",4,-2.06583137662723,0.513651947278467,1.29728858221235
"combo_logscore","gdp_growth","q",5,-1.8272570552455,0.513599683657283,1.2987991750188
"combo_logscore","gdp_growth","q",6,-1.3821248977558,0.526136490900409,1.33595359003859
"combo_logscore","gdp_growth","q",7,-1.45137615301585,0.528689390636074,1.33579015397758
"combo_logscore","gdp_growth","q",8,-1.44584159665406,0.531548546710875,1.34346085734446
"combo_logscore","gdp_growth","q",9,-1.33162822831531,0.528851864804701,1.35126324774141
"combo_logscore","gdp_growth","ye",1,-4.68457792555319,0.477038990806766,1.26406929778438
"combo_logscore","gdp_growth","ye",10,-1.97432895712779,0.999715007784174,2.11498208306839
"combo_logscore","gdp_growth","ye",11,-1.97411081520459,0.992845903090498,2.1142472588553
"combo_logscore","gdp_growth","ye",12,-1.95179754747287,0.990010825503931,2.10162257440994
"combo_logscore","gdp_growth","ye",2,-2.03441723794061,0.721675699169221,1.73301108931465
"combo_logscore","gdp_growth","ye",3,-1.79334351129293,0.849415630323557,1.9587904803123
"combo_logscore","gdp_growth","ye",4,-1.90913403234209,0.968022399089775,2.06529831880727
"combo_logscore","gdp_growth","ye",5,-1.93757478168556,0.970752945082328,2.05271875005924
"combo_logscore","gdp_growth","ye",6,-1.9235107476199,0.978585631618388,2.07575152078002
"combo_logscore","gdp_growth","ye",7,-1.92914831086022,0.985338817099437,2.08634530384191
"combo_logscore","gdp_growth","ye",8,-1.95850711871086,1.00488460500782,2.11251654206931
"combo_logscore","gdp_growth","ye",9,-1.94575814129589,0.985735396502385,2.14582765985108
"combo_logscore","unemp_rate","q",1,0.188569616193275,0.126028412032409,0.290312813404103
"combo_logscore","unemp_rate","q",10,-1.64966148004609,0.600554224703501,1.03454099703868
"combo_logscore","unemp_rate","q",11,-1.68181708212677,0.62336074712389,1.04976011608835
"combo_logscore","unemp_rate","q",12,-1.68350104645309,0.641258077472765,1.06065470363711
"combo_logscore","unemp_rate","q",2,-0.387480554729983,0.221753573043488,0.469195724779648
"combo_logscore","unemp_rate","q",3,-0.776606234012823,0.310726509147992,0.618490267634696
"combo_logscore","unemp_rate","q",4,-0.990029271602619,0.375682214650883,0.725853673207503
"combo_logscore","unemp_rate","q",5,-1.16403530498605,0.441816241017706,0.839404914731415
"combo_logscore","unemp_rate","q",6,-1.29086798687086,0.490991202835284,0.903605153134358
"combo_logscore","unemp_rate","q",7,-1.41373159600495,0.527232958718073,0.966589412759189
"combo_logscore","unemp_rate","q",8,-1.52360093502384,0.562184476392329,1.00594138031041
"combo_logscore","unemp_rate","q",9,-1.59921105902771,0.577332509268648,1.01208586685861
"combo_pool","cash_rate","q",1,0.343313911438554,0.104180443947244,0.231181185673465
"combo_pool","cash_rate","q",10,-2.26075818599463,1.24003922793617,2.0566319944065
"combo_pool","cash_rate","q",11,-2.35426028788691,1.33350375302128,2.17448585098753
"combo_pool","cash_rate","q",12,-2.43207509774725,1.41770599595564,2.2769594715502
"combo_pool","cash_rate","q",2,-0.350898276126836,0.20493814283385,0.427486157821049
"combo_pool","cash_rate","q",3,-0.827258330918076,0.333362624757715,0.652347753986026
"combo_pool","cash_rate","q",4,-1.21082995472551,0.475116141375186,0.900306687469537
"combo_pool","cash_rate","q",5,-1.56945342481507,0.670984530435762,1.2076068015957
"combo_pool","cash_rate","q",6,-1.74946411929369,0.797406085512193,1.40597427576941
"combo_pool","cash_rate","q",7,-1.90502264204103,0.902120771269708,1.58213822575635
"combo_pool","cash_rate","q",8,-2.03237572372964,1.02855660913388,1.74110678458572
"combo_pool","cash_rate","q",9,-2.15572770861964,1.14240920586619,1.92076488592391
"combo_pool","cpi_inflation","cum",10,-2.73865916165841,1.8606421449681,3.47581819678318
"combo_pool","cpi_inflation","cum",11,-2.89982661609832,2.05889289056054,3.79588005627075
"combo_pool","cpi_inflation","cum",12,-3.07704989837386,2.29047216169461,4.13752990102221
"combo_pool","cpi_inflation","cum",2,-0.461389375189342,0.26140955591947,0.550388442684527
"combo_pool","cpi_inflation","cum",3,-0.877606792006965,0.411634085675617,0.8750975822984
"combo_pool","cpi_inflation","cum",4,-1.21456306050403,0.567785754078844,1.21751103813074
"combo_pool","cpi_inflation","cum",5,-1.56395514347343,0.794392331367025,1.64522912104424
"combo_pool","cpi_inflation","cum",6,-1.79412735706857,0.974393498865507,1.99653909216446
"combo_pool","cpi_inflation","cum",7,-2.06059263868366,1.19324980125773,2.37050970955016
"combo_pool","cpi_inflation","cum",8,-2.30583217678048,1.40638764702531,2.74231981381155
"combo_pool","cpi_inflation","cum",9,-2.55274969640843,1.62719445840542,3.11184167333855
"combo_pool","cpi_inflation","q",1,0.13409219285554,0.135732053660165,0.271634978281514
"combo_pool","cpi_inflation","q",10,-0.776915655030272,0.252292426681875,0.477956895892082
"combo_pool","cpi_inflation","q",11,-0.789235398492153,0.249763414479805,0.467621269592076
"combo_pool","cpi_inflation","q",12,-0.839359122070129,0.253127473545334,0.463172251843748
"combo_pool","cpi_inflation","q",2,-0.012550256566727,0.154571368673255,0.321365921751015
"combo_pool","cpi_inflation","q",3,-0.123997770367149,0.173552164379603,0.362112761118312
"combo_pool","cpi_inflation","q",4,-0.257301317603761,0.192503481919049,0.393681096019068
"combo_pool","cpi_inflation","q",5,-0.364061313291931,0.207488784725166,0.41965235496239
"combo_pool","cpi_inflation","q",6,-0.46533184192921,0.216275173504651,0.432968893064698
"combo_pool","cpi_inflation","q",7,-0.625920385617002,0.235096761058211,0.458513333545119
"combo_pool","cpi_inflation","q",8,-0.685241025789023,0.24291260111727,0.469559315386688
"combo_pool","cpi_inflation","q",9,-0.743578269684932,0.246916985743365,0.477708844187738
"combo_pool","cpi_inflation","ye",1,0.13409219285554,0.134773369990677,0.271634978281514
"combo_pool","cpi_inflation","ye",10,-2.11758775605198,0.937916462042636,1.78878112030266
"combo_pool","cpi_inflation","ye",11,-2.14314327254237,0.94855067560123,1.79712553464733
"combo_pool","cpi_inflation","ye",12,-2.18216090161315,0.978676107232514,1.79257031923311
"combo_pool","cpi_inflation","ye",2,-0.461389375189342,0.261722916197534,0.550388442684527
"combo_pool","cpi_inflation","ye",3,-0.877606792006965,0.407135109980384,0.8750975822984
"combo_pool","cpi_inflation","ye",4,-1.21456306050403,0.574639994895607,1.21751103813074
"combo_pool","cpi_inflation","ye",5,-1.43076354497797,0.678659446502079,1.41628265043321
"combo_pool","cpi_inflation","ye",6,-1.57711927039795,0.741856680870674,1.50741922725843
"combo_pool","cpi_inflation","ye",7,-1.74869261861344,0.805261182462419,1.60103973064168
"combo_pool","cpi_inflation","ye",8,-1.90009932627343,0.865427097769932,1.6818524923747
"combo_pool","cpi_inflation","ye",9,-2.03695225944561,0.904245820670266,1.74182795168295
"combo_pool","gdp_growth","cum",10,-2.49765012205869,1.52125414441153,2.99160171176596
"combo_pool","gdp_growth","cum",11,-2.51403540516352,1.56483821816887,3.05422649849757
"combo_pool","gdp_growth","cum",12,-2.521669787224,1.56504443039102,3.06310418481987
"combo_pool","gdp_growth","cum",2,-2.04510309664038,0.721193058352245,1.74267660342789
"combo_pool","gdp_growth","cum",3,-1.79857784339414,0.861461515791738,1.97068123375403
"combo_pool","gdp_growth","cum",4,-1.91899319567283,0.967406200045796,2.07327246224695
"combo_pool","gdp_growth","cum",5,-2.04806761585951,1.0519070726435,2.1571670434126
"combo_pool","gdp_growth","cum",6,-2.20236590194799,1.2412239210383,2.4794905973446
"combo_pool","gdp_growth","cum",7,-2.29865406083368,1.3333614638216,2.66361141754559
"combo_pool","gdp_growth","cum",8,-2.38322377390521,1.42328608071589,2.82910442067077
"combo_pool","gdp_growth","cum",9,-2.45124380358598,1.47912356646439,2.9296287871788
"combo_pool","gdp_growth","q",1,-4.71485732284102,0.485830520246351,1.26975736122811
"combo_pool","gdp_growth","q",10,-1.32626395122706,0.537341521638468,1.36002776933939
"combo_pool","gdp_growth","q",11,-1.28697802880716,0.542465004315897,1.38344596809531
"combo_pool","gdp_growth","q",12,-1.30074185212612,0.548381531377788,1.38774634335766
"combo_pool","gdp_growth","q",2,-3.08584115463369,0.495378710110737,1.28090876424372
"combo_pool","gdp_growth","q",3,-3.07548713942472,0.505940405006884,1.2928424092476
"combo_pool","gdp_growth","q",4,-2.08936527673486,0.512014059937803,1.29975678393656
"combo_pool","gdp_growth","q",5,-1.81535126795015,0.512770165321585,1.30108465408315
"combo_pool","gdp_growth","q",6,-1.39164768398365,0.528723858565016,1.33304512588056
"combo_pool","gdp_growth","q",7,-1.43977132051482,0.5303819054967,1.33718141330216
"combo_pool","gdp_growth","q",8,-1.4340501011076,0.525880984804244,1.34213637590546
"combo_pool","gdp_growth","q",9,-1.32660812763786,0.53200205713124,1.34902645942018
"combo_pool","gdp_growth","ye",1,-4.71485732284102,0.488611329198593,1.26975736122811
"combo_pool","gdp_growth","ye",10,-1.97021995909971,0.988125108789409,2.10594456937173
"combo_pool","gdp_growth","ye",11,-1.94462980934541,0.986072421860825,2.10795942848946
"combo_pool","gdp_growth","ye",12,-1.92243728751365,0.965589803482619,2.08378157039252
"combo_pool","gdp_growth","ye",2,-2.04510309664038,0.721357329108916,1.74267660342789
"combo_pool","gdp_growth","ye",3,-1.79857784339414,0.860303963682616,1.97068123375403
"combo_pool","gdp_growth","ye",4,-1.91899319567283,0.962317927200009,2.07327246224695
"combo_pool","gdp_growth","ye",5,-1.95158431103579,0.971852292349452,2.07199518402459
"combo_pool","gdp_growth","ye",6,-1.92140599293558,0.991477920473026,2.09457658709327
"combo_pool","gdp_growth","ye",7,-1.93580917753079,0.988865883029661,2.10631602515961
"combo_pool","gdp_growth","ye",8,-1.96240207012161,1.00254140465612,2.13149489121161
"combo_pool","gdp_growth","ye",9,-1.94503182987945,0.993227831433949,2.14690516278231
"combo_pool","unemp_rate","q",1,0.190768611338559,0.124606854735941,0.287708343578635
"combo_pool","unemp_rate","q",10,-1.64006878578915,0.605218165065838,1.03405534049268
"combo_pool","unemp_rate","q",11,-1.66685151002114,0.624443797008327,1.04868860679802
"combo_pool","unemp_rate","q",12,-1.67970197569217,0.641706668968633,1.05954154405771
"combo_pool","unemp_rate","q",2,-0.375748659086798,0.219705007782269,0.46734038281517
"combo_pool","unemp_rate","q",3,-0.777828499306854,0.309699573150432,0.614904170777547
"combo_pool","unemp_rate","q",4,-0.997377368085085,0.376956873493441,0.720777551974509
"combo_pool","unemp_rate","q",5,-1.16254804017564,0.437239942250069,0.828270670057526
"combo_pool","unemp_rate","q",6,-1.28634556000075,0.482918127801864,0.895004837898497
"combo_pool","unemp_rate","q",7,-1.40929556763995,0.533255638437943,0.959218773689827
"combo_pool","unemp_rate","q",8,-1.52706536559177,0.5655461419296,0.998765630007033
"combo_pool","unemp_rate","q",9,-1.59489929849175,0.583655966571986,1.01247222426817
"medium_conj","cash_rate","q",1,-0.119933976867908,0.157390896879456,0.384822792828028
"medium_conj","cash_rate","q",10,-2.24324776325251,1.23639827596243,2.28075855033106
"medium_conj","cash_rate","q",11,-2.34735207965889,1.34829143897032,2.45664568899785
"medium_conj","cash_rate","q",12,-2.48665690831406,1.45944631939886,2.6275025591662
"medium_conj","cash_rate","q",2,-0.67342031212114,0.276815786215304,0.631116577292576
"medium_conj","cash_rate","q",3,-0.993630259629818,0.380947368868055,0.813301871008025
"medium_conj","cash_rate","q",4,-1.23373981791393,0.498719579005464,1.02799502570952
"medium_conj","cash_rate","q",5,-1.46147175052644,0.625637136388399,1.25336103016121
"medium_conj","cash_rate","q",6,-1.66141254274261,0.752254657292599,1.46652094069532
"medium_conj","cash_rate","q",7,-1.82444066003389,0.868968980545897,1.66366061244235
"medium_conj","cash_rate","q",8,-1.95264338088104,0.983836026264877,1.85613272154848
"medium_conj","cash_rate","q",9,-2.10001545847421,1.11494537219737,2.07679792736674
"medium_conj","cpi_inflation","cum",10,-19.6228102122658,1.87911781395821,3.58589553290139
"medium_conj","cpi_inflation","cum",11,-19.4286026671509,2.11919270268617,3.95025656936205
"medium_conj","cpi_inflation","cum",12,-18.7658089563904,2.37234828137521,4.31582532338236
"medium_conj","cpi_inflation","cum",2,-1.16607600744238,0.285718805347343,0.648115108079769
"medium_conj","cpi_inflation","cum",3,-3.20103863271084,0.443227859466099,0.997963364749865
"medium_conj","cpi_inflation","cum",4,-5.54437181097079,0.613183094131122,1.35656052185163
"medium_conj","cpi_inflation","cum",5,-10.0567953274907,0.79649490672966,1.72028902557905
"medium_conj","cpi_inflation","cum",6,-13.1548508256861,0.98416563913455,2.086114607135
"medium_conj","cpi_inflation","cum",7,-16.6909632828636,1.19487910926787,2.46144640679475
"medium_conj","cpi_inflation","cum",8,-18.0623398702321,1.41249073762067,2.83527334252032
"medium_conj","cpi_inflation","cum",9,-20.2615210395812,1.64321153288162,3.21210305158859
"medium_conj","cpi_inflation","q",1,0.0496495129863798,0.149515492277389,0.324718512793996
"medium_conj","cpi_inflation","q",10,-8.25832548137812,0.251156145283298,0.488191184778632
"medium_conj","cpi_inflation","q",11,-8.05095564930367,0.255491595316153,0.483678104213947
"medium_conj","cpi_inflation","q",12,-6.67608065358968,0.264926293316906,0.482148921091161
"medium_conj","cpi_inflation","q",2,-0.482119510457684,0.164495777964463,0.35990130451691
"medium_conj","cpi_inflation","q",3,-1.88242300168439,0.177933516862983,0.384263876051571
"medium_conj","cpi_inflation","q",4,-4.30422359769467,0.194168525946816,0.406534078328302
"medium_conj","cpi_inflation","q",5,-7.75417147344421,0.204941081491875,0.423964835922091
"medium_conj","cpi_inflation","q",6,-10.0571094478243,0.216647571585522,0.439645289338771
"medium_conj","cpi_inflation","q",7,-9.30162533568823,0.229213017932164,0.459967051985679
"medium_conj","cpi_inflation","q",8,-8.89672619329065,0.238041364351293,0.470626099479505
"medium_conj","cpi_inflation","q",9,-8.52570127627208,0.245131545498915,0.483150429995365
"medium_conj","cpi_inflation","ye",1,0.0496495129863799,0.149515492277389,0.324718512793996
"medium_conj","cpi_inflation","ye",10,-18.0799699137953,0.923978432505086,1.812826897869
"medium_conj","cpi_inflation","ye",11,-16.8215932624339,0.953477969751295,1.83897162985212
"medium_conj","cpi_inflation","ye",12,-15.2961602598725,0.983415019450045,1.84999376246287
"medium_conj","cpi_inflation","ye",2,-1.16607600744238,0.285718805347343,0.648115108079769
"medium_conj","cpi_inflation","ye",3,-3.20103863271084,0.443227859466099,0.997963364749865
"medium_conj","cpi_inflation","ye",4,-5.54437181097079,0.613183094131122,1.35656052185163
"medium_conj","cpi_inflation","ye",5,-12.8957724774963,0.68217691975979,1.46455670894302
"medium_conj","cpi_inflation","ye",6,-18.3763042904773,0.739068478104051,1.54615765722616
"medium_conj","cpi_inflation","ye",7,-22.5441545522544,0.798472492103596,1.62705890397387
"medium_conj","cpi_inflation","ye",8,-22.8372858682593,0.846522316329169,1.69688986948524
"medium_conj","cpi_inflation","ye",9,-20.3515078122805,0.887072988695026,1.76025518613275
"medium_conj","gdp_growth","cum",10,-2.65452101036051,1.53161775825173,2.98115335807438
"medium_conj","gdp_growth","cum",11,-2.71726396190876,1.55138546385826,3.02788241369066
"medium_conj","gdp_growth","cum",12,-2.59458188633001,1.54594904022713,3.00732311388471
"medium_conj","gdp_growth","cum",2,-11.5332889273517,0.731367903556972,1.75731052854724
"medium_conj","gdp_growth","cum",3,-6.88735596712576,0.874643683002569,1.98899857426813
"medium_conj","gdp_growth","cum",4,-4.55905263828292,0.988623971645816,2.10463506631917
"medium_conj","gdp_growth","cum",5,-3.96424499033824,1.08847729858188,2.20227647476623
"medium_conj","gdp_growth","cum",6,-3.4860969976612,1.24968981790105,2.51779450583219
"medium_conj","gdp_growth","cum",7,-2.78201838880239,1.35672956105065,2.69762334440465
"medium_conj","gdp_growth","cum",8,-3.21520680887122,1.43021271371796,2.84742323738514
"medium_conj","gdp_growth","cum",9,-2.9870454896916,1.49055683514533,2.93528886804353
"medium_conj","gdp_growth","q",1,-Inf,0.488531462301278,1.27255226299425
"medium_conj","gdp_growth","q",10,-18.646061100846,0.533879960667586,1.35999976081555
"medium_conj","gdp_growth","q",11,-Inf,0.540451115932775,1.38142074556057
"medium_conj","gdp_growth","q",12,-18.2236724750931,0.541518971936371,1.37834099565349
"medium_conj","gdp_growth","q",2,-Inf,0.496666341018272,1.28233104743671
"medium_conj","gdp_growth","q",3,-Inf,0.505259113976816,1.29336428380383
"medium_conj","gdp_growth","q",4,-Inf,0.518221471198756,1.3117965925744
"medium_conj","gdp_growth","q",5,-Inf,0.508552882141465,1.30698789729611
"medium_conj","gdp_growth","q",6,-Inf,0.520343176119125,1.32999516773884
"medium_conj","gdp_growth","q",7,-13.9182106179619,0.519950355716148,1.33254378615827
"medium_conj","gdp_growth","q",8,-Inf,0.522824223250867,1.34251736809413
"medium_conj","gdp_growth","q",9,-Inf,0.529711480250411,1.35250038048139
"medium_conj","gdp_growth","ye",1,-Inf,0.488531462301278,1.27255226299425
"medium_conj","gdp_growth","ye",10,-7.17079779164873,0.981141615371991,2.0995468963106
"medium_conj","gdp_growth","ye",11,-6.50299969118358,0.98348669035272,2.10073137319975
"medium_conj","gdp_growth","ye",12,-6.06165337919438,0.969386178456511,2.08428363871686
"medium_conj","gdp_growth","ye",2,-11.5332889273517,0.731367903556972,1.75731052854724
"medium_conj","gdp_growth","ye",3,-6.88735596712576,0.874643683002569,1.98899857426813
